MFGORDTYP,MFGORD,Material,MFGPLANT,Production Date,MFGORDACTLSTARTDT,Hold Date,MFGYEAR,PlantName,WorkCenterText,Disposition,MaterialName,MaterialType,MaterialTypeName,MaterialGroupName,Inv_C,PMIC,SKUCRTDT,CS,PAK,Bottle_Code,Item Description ,Unit_Sz_Desc,Label_Flavor_C,Prod_Color_C,Plan_Brand_C,Plan_Brand_Desc,PKGFMT,PKGFMT_D,PAKATTR,PAKATTR_D,CLOS_RPA_ID,Item Type,Line_of_Business_Desc,Cases Reworked,casesProduced,Cost,BatchNumber,DEFECT_CODE,DEFECT_TEXT,KURZTEXT,Origin Plant,SRC,SRCORDTYP,SRCORDERNO,SRCMATERIAL,SRCBATCH,SRCPLANT,WORKCENTER,SRCRCPTQTY,VENDOR,VENDORNAME,BATCH_CRTDT,BATCH_EXPIREDT,BATCH_SHIPBYDT,ORD_LONG_TEXT,RUNTIMESTAMP,Year,Cateogry,SubCat,GroupedCat,Site,WO Sum,Month,Quarter,Rework Lag,L1 Root Cause,L2 Root Cause,Rework Cost,Release Rate
ZP03,3121236,210095810,1151,2/12/2025,3/14/2025,3/13/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,CLOSDB AXS CABSV 750ML 12EA V21 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000501196OS,45509,12,,8795,8795 750ML REV TAPER BORD-LW SNM CORK,750ML,CAB,RED,CDB,CLOS DU BOIS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,"1,120","14,112","84,622.65",2024111541,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3115950,210095810,2024111541,1106,LN41,2111,,,11/15/2024,11/14/2028,11/13/2028,"USE WHSE ORDER: 4888944 (20HU'S/F-10-10)
SAMPLES WERE SENT BY PETER
EVENT ID#: 170000052321 (39 cs), 170000052406 (2072 cs)
LOT DATE: 2024111541
H-POSSIBLE FOREIGN OBJECT
Any PFO found set bottles aside on separate pallet & send to Peter. ALL product
must be placed on Q2.
Please contact Peter Marquez or Christine Wilson once the candling WO is
completed.
GCO-000-FM-00210 Gallo Coastal Quality/Special Services Candling Inspection
Form
SAMPLES:
ATTN: Peter Marquez
3387 Dry Creek Rd.
Healdsburg CA 95448",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.5,3,1,118,Procedure,Inspection,,
ZP03,3121237,210095810,1151,2/12/2025,3/19/2025,3/13/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,CLOSDB AXS CABSV 750ML 12EA V21 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000501196OS,45509,12,,8795,8795 750ML REV TAPER BORD-LW SNM CORK,750ML,CAB,RED,CDB,CLOS DU BOIS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,487,"5,844","35,043.56",2024111541,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1151,WO,ZP01,3115950,210095810,2024111541,1106,LN41,2111,,,11/15/2024,11/14/2028,11/13/2028,"USE WHSE ORDER:  4888948 & 4888949 (9HU'S/I-10-06/T2-EC04)
SAMPLES SENT FROM PETER
EVENT ID#: 170000052321 (39 cs), 170000052406 (2072 cs)
LOT DATE: 2024111541
H-POSSIBLE FOREIGN OBJECT
Any PFO found set bottles aside on separate pallet & send to Peter. ALL product
must be placed on Q2.
Please contact Peter Marquez or Christine Wilson once the candling WO is
completed.
GCO-000-FM-00210 Gallo Coastal Quality/Special Services Candling Inspection
Form
SAMPLES:
ATTN: Peter Marquez
3387 Dry Creek Rd.
Healdsburg CA 95448",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.5,3,1,118,Procedure,Inspection,,
ZP03,3121237,210095810,1151,2/12/2025,3/19/2025,3/13/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,CLOSDB AXS CABSV 750ML 12EA V21 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000501196OS,45509,12,,8795,8795 750ML REV TAPER BORD-LW SNM CORK,750ML,CAB,RED,CDB,CLOS DU BOIS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CORK,CLOSURE CORK,Commercial,487,"5,844","35,043.56",2024111541,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3115950,210095810,2024111541,1106,LN41,2111,,,11/15/2024,11/14/2028,11/13/2028,"USE WHSE ORDER:  4888948 & 4888949 (9HU'S/I-10-06/T2-EC04)
SAMPLES SENT FROM PETER
EVENT ID#: 170000052321 (39 cs), 170000052406 (2072 cs)
LOT DATE: 2024111541
H-POSSIBLE FOREIGN OBJECT
Any PFO found set bottles aside on separate pallet & send to Peter. ALL product
must be placed on Q2.
Please contact Peter Marquez or Christine Wilson once the candling WO is
completed.
GCO-000-FM-00210 Gallo Coastal Quality/Special Services Candling Inspection
Form
SAMPLES:
ATTN: Peter Marquez
3387 Dry Creek Rd.
Healdsburg CA 95448",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.5,3,1,118,Procedure,Inspection,,
ZP03,3121358,210095819,1154,2/14/2025,3/3/2025,3/21/2025,2025,Gallo Offsite Storage,Rework Non Value Add 01,Rework,CYNRD CAL CABSV 1.5L 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000002724OS,45510,6,,2659,2659 1.5L LIGHTWEIGHT BTL 2,1.5L,CAB,RED,CYR,CANYON ROAD,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CPSL,CLOSURE CAPSULE,Commercial,"4,000","24,000","87,794.50",2025020492,WCAP,WINE,P-CAPSULE,1151,WO,ZP01,3119962,210095819,2025020492,1100,LN92,7918,,,2/4/2025,7/29/2026,7/28/2026,"Event:170000054865
Hold Reason Code: P-CAPSULE
Specific Defect: No perf on foil
•G3 will be creating new foils with perfs & re-applying",12/23/2025 9:44,2025,Prod,Closure,P-CAPSULE,OffSite Storage,1,3,1,45,Material,Other,,
ZP03,3121359,210084061,1151,2/14/2025,3/5/2025,3/7/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,PROPHCY MBR SVBLNC 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003874OS,45295,12,,8675,8675 750ML SCREW CAP,750ML,SVB,WHT,PHY,PROPHECY,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,851","22,032","84,107.16",2024042379,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3105031,210084061,2024042379,1105,LN79,4416,,,4/23/2024,4/13/2026,4/12/2026,"EVENT ID#: WMS HOLD FOR 1492 CS: Event ID #3539515
EWM HOLD for 2924 CS: Quality Inspection #500000001596/1597
LOT DATE: 2024042379;2024042479
100% inspection of the cap screwcap for broken bridges greater then 5 and cut
caps > 3mm Please place all pallets that do not have defects into available.
Please reach out to Emily.Rodriguez@ejgallo.com if you have any issues
USE WHSE ORDER: 4427654(30HU'S/M--3-01,5A-1-03,5Z-2-07,5A-2-24)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,3,1,318,Material,Inspection,,
ZP03,3121359,210084061,1151,2/14/2025,3/5/2025,3/7/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,PROPHCY MBR SVBLNC 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003874OS,45295,12,,8675,8675 750ML SCREW CAP,750ML,SVB,WHT,PHY,PROPHECY,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,851","22,032","84,107.16",2024042379,CASD,CLSR,AESTHETIC DAMAGE,1155,WO,ZP01,3105031,210084061,2024042379,1105,LN79,4416,,,4/23/2024,4/13/2026,4/12/2026,"EVENT ID#: WMS HOLD FOR 1492 CS: Event ID #3539515
EWM HOLD for 2924 CS: Quality Inspection #500000001596/1597
LOT DATE: 2024042379;2024042479
100% inspection of the cap screwcap for broken bridges greater then 5 and cut
caps > 3mm Please place all pallets that do not have defects into available.
Please reach out to Emily.Rodriguez@ejgallo.com if you have any issues
USE WHSE ORDER: 4427654(30HU'S/M--3-01,5A-1-03,5Z-2-07,5A-2-24)",12/23/2025 9:44,2025,Prod,Other,AESTHETIC DAMAGE,Mod,0.5,3,1,318,Material,Inspection,,
ZP03,3121560,210084061,1151,2/14/2025,3/19/2025,3/20/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,PROPHCY MBR SVBLNC 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003874OS,45295,12,,8675,8675 750ML SCREW CAP,750ML,SVB,WHT,PHY,PROPHECY,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,971","13,056","49,841.28",2024042379,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3105031,210084061,2024042379,1105,LN79,4416,,,4/23/2024,4/13/2026,4/12/2026,"EVENT ID#: WMS HOLD FOR 1492 CS: Event ID #3539515
EWM HOLD for 2924 CS: Quality Inspection #500000001596/1597
LOT DATE: 2024042379;2024042479
100% inspection of the cap screwcap for broken bridges greater then 5 and cut
caps > 3mm Please place all pallets that do not have defects into available.
Please reach out to Emily.Rodriguez@ejgallo.com if you have any issues
USE WHSE ORDER: 5061409 & 5061410 (32HU'S/M--3-01,M-10-44,R-2-39,R3-EC01)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,3,1,331,Material,Inspection,,
ZP03,3121560,210084061,1151,2/14/2025,3/19/2025,3/20/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,PROPHCY MBR SVBLNC 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003874OS,45295,12,,8675,8675 750ML SCREW CAP,750ML,SVB,WHT,PHY,PROPHECY,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,971","13,056","49,841.28",2024042379,CASD,CLSR,AESTHETIC DAMAGE,1155,WO,ZP01,3105031,210084061,2024042379,1105,LN79,4416,,,4/23/2024,4/13/2026,4/12/2026,"EVENT ID#: WMS HOLD FOR 1492 CS: Event ID #3539515
EWM HOLD for 2924 CS: Quality Inspection #500000001596/1597
LOT DATE: 2024042379;2024042479
100% inspection of the cap screwcap for broken bridges greater then 5 and cut
caps > 3mm Please place all pallets that do not have defects into available.
Please reach out to Emily.Rodriguez@ejgallo.com if you have any issues
USE WHSE ORDER: 5061409 & 5061410 (32HU'S/M--3-01,M-10-44,R-2-39,R3-EC01)",12/23/2025 9:44,2025,Prod,Other,AESTHETIC DAMAGE,Mod,0.5,3,1,331,Material,Inspection,,
ZP03,3121639,210086807,1151,2/19/2025,3/25/2025,3/21/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,BFTCEL CAL SVBLNC 1.5L 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000008653OS,45357,6,,7629,7629 1.5L TABLE WINE,1.5L,SVB,WHT,BFC,BAREFOOT CELLARS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,120","6,720","23,339.96",2025021405,WCC,WINE,P-CAP/CROWN,1100,WO,ZP01,3121058,210086807,2025021405,1100,LN05,39256,,,2/14/2025,2/14/2026,2/13/2026,"Event: 170000055299
P-Cap
RESELECT FOR CUT CAPS
SEE EMAIL FOR PICS
USE WHSE ORDER: 4494296 (14HU'S/Z-44-23)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,1,3,1,35,Material,Label Error,,
ZP03,3121732,210073998,1151,2/23/2025,3/3/2025,3/4/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,JCALTBL CAL PNGRIS 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004079OS,44992,12,,5615,5615 750ML BURGUNDY-FULL PUNT SC 2,750ML,PGS,WHT,JCT,J CALIFORNIA TABLE,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Luxury,"1,568","13,440","59,584.80",2024011041,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3097360,210073998,2024011041,1106,LN41,23662,,,1/10/2024,3/1/2026,2/28/2026,"EVENT ID#: 170000051776
WBTC - Bottle Code
LOT DATE: 2024120441
100% of bottles must be recoded for proper traceability.
Bottle Code to be applied:  LXGA041224
•    ## to be the SS line rework is performed on. (GA = 71)
USE WHSE ORDER: 4586108 (28HU'S/5A-1-11,J--1-11,T--1-14)",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.5,3,1,419,Procedure,Other,,
ZP03,3121732,210073998,1151,2/23/2025,3/3/2025,3/4/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,JCALTBL CAL PNGRIS 750ML 12EA V23 OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004079OS,44992,12,,5615,5615 750ML BURGUNDY-FULL PUNT SC 2,750ML,PGS,WHT,JCT,J CALIFORNIA TABLE,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Luxury,"1,568","5,376","23,833.92",2024011141,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3097360,210073998,2024011141,1106,LN41,23662,,,1/11/2024,3/1/2026,2/28/2026,"EVENT ID#: 170000051776
WBTC - Bottle Code
LOT DATE: 2024120441
100% of bottles must be recoded for proper traceability.
Bottle Code to be applied:  LXGA041224
•    ## to be the SS line rework is performed on. (GA = 71)
USE WHSE ORDER: 4586108 (28HU'S/5A-1-11,J--1-11,T--1-14)",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.5,3,1,418,Procedure,Other,,
ZP03,3121735,210096731,1151,2/24/2025,4/28/2025,4/25/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,LO-FIAPT SWTVRMT 750ML 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003971OS,45547,6,,2805,2805 750ML CLARET-FLAT BOTTOM SC 2,750ML,SVM,RED,LFI,LO-FI APERITIFS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Spirits,960,"5,760","30,797.60",2025021254,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3120366,210096731,2025021254,1107,MOBILE54,2880,,,2/12/2025,2/7/2026,2/6/2026,"EVENT ID#: 170000055364
H-Possible Foreign Object
LOT DATE: 2025021254
Require 100% candling inspection. Please use GCO-000-FM-00210 Glass inspection
form and submit filled out forms to amanda.quarters@ejgallo.com. Please retain
any GIP samples for review.
The Ranch Winery
C/O Amanda Quarters
105 Zinfandel Lane
Saint Helena CA 94574
USE WHSE ORDER: 5791154 (8HU'S/M--5-19) NEW ORDER IS 5871174",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,1,4,2,72,Procedure,Inspection,,
ZP03,3121736,210096731,1151,2/24/2025,4/29/2025,4/25/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,LO-FIAPT SWTVRMT 750ML 6EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003971OS,45547,6,,2805,2805 750ML CLARET-FLAT BOTTOM SC 2,750ML,SVM,RED,LFI,LO-FI APERITIFS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Spirits,360,"2,160","11,549.10",2025021254,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1155,WO,ZP01,3120366,210096731,2025021254,1107,MOBILE54,2880,,,2/12/2025,2/7/2026,2/6/2026,"EVENT ID#: 170000055658
H-Possible Foreign Object - Chipped Finish
LOT DATE: 2025021254
Require 100% candling inspection and inversion for leakers. Please use
GCO-000-FM-00210 Glass inspection form and submit filled out forms to
amanda.quarters@ejgallo.com. Please retain any GIP samples for review.
The Ranch Winery
C/O Amanda Quarters
105 Zinfandel Lane
Saint Helena CA 94574
USE WHSE ORDER: 5871182 (3HU'S/M--5-19)
A1748839
A1748840
A1748841",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,1,4,2,72,Procedure,Inspection,,
ZP03,3121737,210076450,1151,2/24/2025,4/10/2025,4/11/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,186","28,464","20,411.49",2025021907,WCC,WINE,P-CAP/CROWN,1100,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055719 & 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062638 (11HU'S/S--5-42, A6422193)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,4,2,51,Material,Label Error,,
ZP03,3121737,210076450,1151,2/24/2025,4/10/2025,4/11/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,186","28,464","20,411.49",2025021907,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055719 & 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062638 (11HU'S/S--5-42, A6422193)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,4,2,51,Material,Label Error,,
ZP03,3121738,210076450,1151,2/24/2025,3/31/2025,3/31/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,232","40,320","28,913.40",2025021907,WCC,WINE,P-CAP/CROWN,1100,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062219 (11HU'S/M--8-37) DO NOT CANCEL AS YOU WILL NEED FOR
NEXT WEEKS ORDER",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,3,1,40,Material,Label Error,,
ZP03,3121738,210076450,1151,2/24/2025,3/31/2025,3/31/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,232","40,320","28,913.40",2025021907,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062219 (11HU'S/M--8-37) DO NOT CANCEL AS YOU WILL NEED FOR
NEXT WEEKS ORDER",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,3,1,40,Material,Label Error,,
ZP03,3121739,210076450,1151,2/24/2025,4/3/2025,4/3/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,232","29,568","21,203.16",2025021907,WCC,WINE,P-CAP/CROWN,1100,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062219 (11HU'S/M--8-37)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,4,2,43,Material,Label Error,,
ZP03,3121739,210076450,1151,2/24/2025,4/3/2025,4/3/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,BFTCEL CAL PNNOIR 187ML PET 24EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000004420OS,45049,24,4,3462,187ML AMCOR SOURCE PET,187ML,PNR,RED,BFC,BAREFOOT CELLARS,PET_BOTTLE,PET_BOTTLE - PET,,,CLOS_CAP,CLOSURE CAP,Commercial,"1,232","29,568","21,203.16",2025021907,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3121374,210076450,2025021907,1100,LN07,11046,,,2/19/2025,1/25/2026,1/24/2026,"EVENT: 170000055774
P-CAP
LOT: 2025021907
RESELECT FOR CUT CAPS
USE WHSE ORDER: 5062219 (11HU'S/M--8-37)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,0.5,4,2,43,Material,Label Error,,
ZP03,3122029,210052150,1151,2/25/2025,3/21/2025,3/21/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 71,Rework,BFTCEL CAL PNNOIR 750ML 12EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000002828OS,44818,12,,8865,8865 750ML,750ML,PNR,RED,BFC,BAREFOOT CELLARS,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Commercial,647,"7,764","15,258.63",2025022009,WCC,WINE,P-CAP/CROWN,1151,WO,ZP01,3121377,210052150,2025022009,1100,LN09,17627,,,2/20/2025,8/14/2026,8/14/2026,"Event:    170000055777
LOT: 2025022009
P-Caps
Aesthic damage (fading color on foot) - see pics on email for missing color
that should be removed.
The whole foot should be gold/yellow
USE WHSE ORDER: 4623715 (11HU'S/V--5-29,O, 5A-2-07)",12/23/2025 9:44,2025,Prod,Closure,P-CAP/CROWN,Mod,1,3,1,29,Material,Missing,,
ZP03,3122261,210077911,1151,2/27/2025,5/23/2025,5/23/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,WNKOWL CAL MERLOT 750ML 12EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003753OS,45089,12,,8675,8675 750ML SCREW CAP,750ML,MRL,RED,WOL,WINKING OWL,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Private Label,"1,836","22,032","37,190.07",2025022002,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1100,WO,ZP01,3121364,210077911,2025022002,1100,LN02,11891,,,2/20/2025,8/14/2026,8/13/2026,"EVENT: 170000055730 & 170000055581
Lot Date: 2025022002
TYPE: H-Possible Foreign Object
GLASS IN SEALING RUBBER
100% RESELECT FOR PFO
USE WHSE ORDER:  6187887 (27HU'S/E-10-22)",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.333333333,5,2,92,Procedure,Label Error,,
ZP03,3122261,210077911,1151,2/27/2025,5/23/2025,5/23/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,WNKOWL CAL MERLOT 750ML 12EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003753OS,45089,12,,8675,8675 750ML SCREW CAP,750ML,MRL,RED,WOL,WINKING OWL,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Private Label,"1,836","22,032","37,190.07",2025022002,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1151,WO,ZP01,3121364,210077911,2025022002,1100,LN02,11891,,,2/20/2025,8/14/2026,8/13/2026,"EVENT: 170000055730 & 170000055581
Lot Date: 2025022002
TYPE: H-Possible Foreign Object
GLASS IN SEALING RUBBER
100% RESELECT FOR PFO
USE WHSE ORDER:  6187887 (27HU'S/E-10-22)",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.333333333,5,2,92,Procedure,Label Error,,
ZP03,3122261,210077911,1151,2/27/2025,5/23/2025,5/23/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,WNKOWL CAL MERLOT 750ML 12EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003753OS,45089,12,,8675,8675 750ML SCREW CAP,750ML,MRL,RED,WOL,WINKING OWL,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Private Label,"1,836","22,032","37,190.07",2025022002,WGLS,WINE,P-GLASS,1100,WO,ZP01,3121364,210077911,2025022002,1100,LN02,11891,,,2/20/2025,8/14/2026,8/13/2026,"EVENT: 170000055730 & 170000055581
Lot Date: 2025022002
TYPE: H-Possible Foreign Object
GLASS IN SEALING RUBBER
100% RESELECT FOR PFO
USE WHSE ORDER:  6187887 (27HU'S/E-10-22)",12/23/2025 9:44,2025,Prod,Glass,P-GLASS,Mod,0.333333333,5,2,92,Material,Label Error,,
ZP03,3122262,210077911,1151,2/27/2025,5/15/2025,5/15/2025,2025,Gallo Winery CDC Modesto,Special Services Rework Line 72,Rework,WNKOWL CAL MERLOT 750ML 12EA OS,ZFRT,Finished Products,Gallo Finished Good,OS,000000000000003753OS,45089,12,,8675,8675 750ML SCREW CAP,750ML,MRL,RED,WOL,WINKING OWL,GLASS_BOTTLE,GLASS_BOTTLE - BTL,,,CLOS_CAP,CLOSURE CAP,Private Label,"1,428","17,136","28,925.61",2025022002,WPFO,WINE,H-POSSIBLE FOREIGN OBJECT,1100,WO,ZP01,3121364,210077911,2025022002,1100,LN02,11891,,,2/20/2025,8/14/2026,8/13/2026,"EVENT:     170000055581
Lot Date: 2025022002
H-Possible Foreign Object
GLASS IN SEALING RUBBER
100% RESELECT FOR PFO
USE WHSE ORDER:  6187880 (21HU'S/F-4-20)",12/23/2025 9:44,2025,Prod,Liquid,H-FOREIGN OBJECT DETECTED,Mod,0.333333333,5,2,84,Procedure,Label Error,,
